0.000000e+00 -1.482012e-01 9.648387e-01 9.648387e-01 9.648387e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.763040e-03 0.000000e+00 4.150856e+00 0.000000e+00 
4.678890e-03 -1.480527e-01 9.648393e-01 9.648393e-01 9.648393e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.763146e-03 3.141593e-02 4.150853e+00 1.826691e-04 
9.339089e-03 -1.476086e-01 9.648413e-01 9.648413e-01 9.648413e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.763440e-03 6.283185e-02 4.150845e+00 3.651672e-04 
1.396195e-02 -1.468699e-01 9.648445e-01 9.648445e-01 9.648445e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.763945e-03 9.424778e-02 4.150831e+00 5.473232e-04 
1.852900e-02 -1.458401e-01 9.648491e-01 9.648491e-01 9.648491e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.764646e-03 1.256637e-01 4.150811e+00 7.289664e-04 
2.302205e-02 -1.445233e-01 9.648549e-01 9.648549e-01 9.648549e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.765536e-03 1.570796e-01 4.150786e+00 9.099263e-04 
2.742313e-02 -1.429248e-01 9.648620e-01 9.648620e-01 9.648620e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.766619e-03 1.884956e-01 4.150756e+00 1.090033e-03 
3.171471e-02 -1.410512e-01 9.648704e-01 9.648704e-01 9.648704e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.767885e-03 2.199115e-01 4.150720e+00 1.269116e-03 
3.587966e-02 -1.389096e-01 9.648801e-01 9.648801e-01 9.648801e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.769339e-03 2.513274e-01 4.150678e+00 1.447007e-03 
3.990143e-02 -1.365091e-01 9.648910e-01 9.648910e-01 9.648910e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.770970e-03 2.827433e-01 4.150631e+00 1.623537e-03 
4.376403e-02 -1.338592e-01 9.649032e-01 9.649032e-01 9.649032e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.772773e-03 3.141593e-01 4.150578e+00 1.798539e-03 
4.745217e-02 -1.309706e-01 9.649166e-01 9.649166e-01 9.649166e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.774735e-03 3.455752e-01 4.150521e+00 1.971846e-03 
5.095116e-02 -1.278550e-01 9.649313e-01 9.649313e-01 9.649313e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.776859e-03 3.769911e-01 4.150458e+00 2.143292e-03 
5.424728e-02 -1.245249e-01 9.649472e-01 9.649472e-01 9.649472e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.779123e-03 4.084070e-01 4.150389e+00 2.312712e-03 
5.732745e-02 -1.209937e-01 9.649643e-01 9.649643e-01 9.649643e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.781530e-03 4.398230e-01 4.150316e+00 2.479944e-03 
6.017948e-02 -1.172754e-01 9.649826e-01 9.649826e-01 9.649826e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.784075e-03 4.712389e-01 4.150237e+00 2.644824e-03 
6.279235e-02 -1.133852e-01 9.650021e-01 9.650021e-01 9.650021e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.786731e-03 5.026548e-01 4.150153e+00 2.807193e-03 
6.515579e-02 -1.093385e-01 9.650227e-01 9.650227e-01 9.650227e-01 0.000000e+00 1.000000e+00 1.892681e-03 5.789495e-03 5.340708e-01 4.150064e+00 2.966891e-03 
