  -0.628318531E-01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00  -0.634017113E-01   0.000000000E+00
  -0.314159265E-01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00  -0.317013902E-01   0.000000000E+00
   0.000000000E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.314159265E-01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.317013902E-01   0.000000000E+00
   0.628318531E-01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.634017113E-01   0.000000000E+00
   0.942477796E-01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.950996432E-01   0.000000000E+00
   0.125663706E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.126794133E+00   0.000000000E+00
   0.157079633E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.158484253E+00   0.000000000E+00
   0.188495559E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.190168733E+00   0.000000000E+00
   0.219911486E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.221846691E+00   0.000000000E+00
   0.251327412E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.253516738E+00   0.000000000E+00
   0.282743339E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.285178033E+00   0.000000000E+00
   0.314159265E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.316829596E+00   0.000000000E+00
   0.345575192E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.348470775E+00   0.000000000E+00
   0.376991118E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.380100076E+00   0.000000000E+00
   0.408407045E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.411717559E+00   0.000000000E+00
   0.439822972E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.443321752E+00   0.000000000E+00
   0.471238898E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.474911399E+00   0.000000000E+00
   0.502654825E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.506487268E+00   0.000000000E+00
   0.534070751E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.538048314E+00   0.000000000E+00
   0.565486678E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.569593881E+00   0.000000000E+00
   0.596902604E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.601122836E+00   0.000000000E+00
   0.628318531E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.632635509E+00   0.000000000E+00
   0.659734457E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.664130822E+00   0.000000000E+00
   0.691150384E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.695609280E+00   0.000000000E+00
   0.722566310E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.727070987E+00   0.000000000E+00
   0.753982237E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.758514350E+00   0.000000000E+00
   0.785398163E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.789940668E+00   0.000000000E+00
   0.816814090E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.821349565E+00   0.000000000E+00
   0.848230016E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.852741279E+00   0.000000000E+00
   0.879645943E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.884115420E+00   0.000000000E+00
   0.911061870E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.915473582E+00   0.000000000E+00
   0.942477796E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.946813994E+00   0.000000000E+00
   0.973893723E+00  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.978138233E+00   0.000000000E+00
   0.100530965E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.100944575E+01   0.000000000E+00
   0.103672558E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.104073810E+01   0.000000000E+00
   0.106814150E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.107201604E+01   0.000000000E+00
   0.109955743E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.110327796E+01   0.000000000E+00
   0.113097336E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.113452739E+01   0.000000000E+00
   0.116238928E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.116576393E+01   0.000000000E+00
   0.119380521E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.119698770E+01   0.000000000E+00
   0.122522113E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.122819937E+01   0.000000000E+00
   0.125663706E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.125940011E+01   0.000000000E+00
   0.128805299E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.129059164E+01   0.000000000E+00
   0.131946891E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.132177284E+01   0.000000000E+00
   0.135088484E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.135294630E+01   0.000000000E+00
   0.138230077E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.138411336E+01   0.000000000E+00
   0.141371669E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.141527235E+01   0.000000000E+00
   0.144513262E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.144642692E+01   0.000000000E+00
   0.147654855E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.147757761E+01   0.000000000E+00
   0.150796447E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.150872516E+01   0.000000000E+00
   0.153938040E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.153986877E+01   0.000000000E+00
   0.157079633E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.157101281E+01   0.000000000E+00
   0.160221225E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.160215665E+01   0.000000000E+00
   0.163362818E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.163330131E+01   0.000000000E+00
   0.166504411E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.166444610E+01   0.000000000E+00
   0.169646003E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.169559531E+01   0.000000000E+00
   0.172787596E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.172674797E+01   0.000000000E+00
   0.175929189E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.175790631E+01   0.000000000E+00
   0.179070781E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.178906896E+01   0.000000000E+00
   0.182212374E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.182023927E+01   0.000000000E+00
   0.185353967E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.185141855E+01   0.000000000E+00
   0.188495559E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.188260611E+01   0.000000000E+00
   0.191637152E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.191380248E+01   0.000000000E+00
   0.194778745E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.194500938E+01   0.000000000E+00
   0.197920337E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.197622801E+01   0.000000000E+00
   0.201061930E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.200745747E+01   0.000000000E+00
   0.204203522E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.203870102E+01   0.000000000E+00
   0.207345115E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.206995820E+01   0.000000000E+00
   0.210486708E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.210122950E+01   0.000000000E+00
   0.213628300E+01  -0.123557325E+00   0.414509299E+01   0.000000000E+00   0.000000000E+00   0.213251485E+01   0.000000000E+00
